split,index,label,text_preview,response,analysis
train,9431,0,Harvey Weinstein timeline: How the scandal unfolded Image copyright Getty...,No,no
train,3185,0,What Is the Bambi Pose? Here's What You Need to Know There are certain trends...,No,no
train,6291,0,Lindsey Vonn Wins Bronze Medal In Downhill At Pyeongchang Winter Olympics...,No,no
train,8099,0,Shailene Woodley Reveals She Almost Quit Acting Before Starring in Big Little...,No,no
train,6547,1,"Mehgan James: BUSTED Lying About Rob Kardashian Relationship! Last week, we...",No,no
train,3997,0,"The Chainsmokers, Kylie Jenner & More Stars Who Crashed Prom The Biebs had...",No,no
train,2417,0,"Katy Perry, Calvin Harris, Pharrell vibe on the beach in ‘Feels’ video Katy...",No,no
train,90,1,Ed Sheeran Did NOT 'Break Friendship Code' With Taylor Swift Ed Sheeran did...,No,no
train,1746,1,Carrie Underwood Expecting Twin Girls After Accident Left Her With Scarred...,No,no
train,6965,0,Luann de Lesseps reveals lavish plans ahead New Year's Eve wedding to Tom...,No,no
train,3585,1,THE ACADEMY AND ABC ANNOUNCE KEY DATES FOR 90TH OSCARS THE OSCARS AIRS LIVE...,Yes,yes
train,2881,1,"Why Did Sofia Richie, 19, Take Scott Disick, 35, Back? Photo: Getty Images...",No,no
train,8486,0,Meryl Streep Carries A Purse Emblazoned With Barack and Michelle Obama's...,No,no
train,7611,0,Ariana Grande's Ex Mac Miller Opens Up About Their Breakup and Moving On: 'I...,No,no
train,822,0,Michelle Williams Pulls Prank on the Beyhive? [VIDEO] When it comes to the...,No,no
train,9132,1,"People Are Accusing Meghan Markle Of Starving Herself For The Wedding, & It's...",No,no
train,4082,0,How Dove Cameron and Thomas Doherty Are Keeping Their Romance Magical Off...,No,no
train,1988,0,"Thomas Markle Accuses Meghan Markle and Royal Family of Cutting Him Off: ""I...",No,no
train,7478,0,Kris Jenner dons $8K Versace ensemble to Thanksgiving dinner in Palm Springs...,No,no
train,2184,1,Dwayne Johnson: Can ‘The Rock’ save Hollywood? This weekend sees the release...,No,no
train,7612,1,Drake Gets Former Porn Star Pregnant and She Has Text Messages ... She...,No,no
train,8702,0,"Kim Kardashian Gets in Bitter Twitter Feud Over Kanye West’s Charity, Donda’s...",No,no
train,9157,1,Gwyneth Paltrow Says Brad Pitt Threatened to ‘Kill’ Harvey Weinstein Over...,No,no
train,5198,1,Is bisexual Drew Barrymore desperate for a romantic partner? Learn about her...,No,no
train,7251,1,Meet Kate Hudson's Boyfriend and Baby Daddy Big news: Kate Hudon just...,No,no
train,8270,0,‘The Little Mermaid Live!’: ABC Pulls Planned Live Musical From Schedule...,No,no
train,6991,0,Gus Kenworthy Tears Up Over Tragic Death of His Best Friend: 'I Felt Guilt He...,No,no
train,8976,0,'Dancing with the Stars'' Sasha Pieterse explains 70 lbs weight gain Sasha...,No,no
train,7305,0,YouTube Star Kian Lawley Fired From Fox’s ‘The Hate U Give’ After Racist...,No,no
train,2607,0,How Best Friends Busy Philipps and Michelle Williams Lean on Each Other...,No,no
train,7777,0,"10 Things We Love About Oregon’s Newest TV Show, ‘Everything Sucks!’ On...",No,no
train,7373,0,109 greatest Kentucky Derby horse names of all time In the 143-year history...,No,no
train,4246,0,Ben Higgins and Lauren Bushnell Split: Bachelor Couple Breaks Off Engagement...,No,no
train,4050,0,Where’s pregnant Kylie Jenner? Fans outraged she’s not on Kardashian...,No,no
train,4543,0,Prince William to miss FA Cup final for Prince Harry and Meghan Markle's...,No,no
train,8540,1,Ben Affleck & Lindsay Shookus Elope In Hawaii Amid Pregnancy Rumors Click to...,No,no
train,7939,0,Ariana Grande Cancels Brit Awards 2018 Manchester Tribute Ariana Grande was...,No,no
train,3919,0,Karaoke Cuties: Ariana Grande and Pete Davidson Perform Evanescence Duet at...,No,no
train,4499,0,Nikki Bella Finds Dream Dress for Wedding to John Cena Nikki Bella may insist...,No,no
train,7206,1,Christian Bale Offered $100 Million to Return as Batman? Not So Fast Holy...,No,no
train,1269,0,Ranking All of the Avengers’ New Looks In the Avengers: Infinity War Trailer...,No,no
train,4681,1,Jennifer Aniston's torment: What has Ange done? Getty It couldn’t come at a...,No,no
train,3841,0,Aretha Franklin biopic: 'Aretha was adamant that it be Jennifer (Hudson)'...,No,no
train,4451,1,Bella Hadid Is ‘Hooking Up’ With NBA Player Jordan Clarkson A new suitor is...,No,no
train,5502,0,Shawn Mendes and Hailey Baldwin Make Red Carpet Debut at 2018 Met Gala Shawn...,No,no
train,5238,0,Nicole Curtis Separated from Son on Thanksgiving Nicole Curtis was separated...,No,no
train,8849,0,'Three Billboards' wins big as Golden Globes power through sex scandal LOS...,No,no
train,1320,0,"Catherine, Duchess of Cambridge Catherine, Duchess of Cambridge, GCVO (born...",Yes,yes
train,2267,0,'Revenge Body' Trainers Reveal What Goes Down When The Cameras Stop Rolling...,No,no
train,2471,0,Olivia Munn Had to Pay for Her Cameo in Ocean’s 8 Olivia Munn. Photo: Alberto...,No,no
train,3788,0,"Tim McGraw Rings in 2018 with Abs, Beards & Cliff Jumps Tim McGraw is off to...",No,no
train,6275,0,Here's who should (and should not) be ABC's next 'The Bachelor' CLOSE ABC's...,No,no
train,2503,0,3 Ways Diffusing Can Cause Heat Damage on Natural Hair 3 Ways Diffusing Can...,No,no
train,3505,0,Khloe Kardashian Slams ‘Revenge Body’ Contestant’s ‘Fake’ Crying: ‘That Tear...,No,no
train,1052,0,"London Calling, Again! Beyoncé and JAY-Z Return to U.K. for Date Night...",No,no
train,6797,0,Which celebrity do you think won the red carpet of the 2018 BET Awards? Vote...,No,no
train,6678,0,Fifty Shades Freed star Arielle Kebbel's sis Julia found Fifty Shades Freed...,No,no
train,5421,0,"Travis Scott, Kylie Jenner wrap up huge weekend in Houston HOUSTON — It was a...",No,no
train,8890,0,Prince William and Harry present the Diana Legacy Award The Duke of Cambridge...,No,no
train,7633,0,Moana's Auli'i Cravalho Just Blessed DWTS With Her Beautiful Voice A big...,No,no
train,6812,0,Natalie Portman Regrets Signing Petition That Defended Roman Polanski: “It...,No,no
train,1020,0,Mean Girls' Jonathan Bennett Confirms He's Dating Jaymes Vaughn! Jonathan...,No,no
train,3388,1,Rumor Bust! Ryan Gosling and Eva Mendes Are Not Breaking Up What breakup?...,No,no
train,6883,0,Robert Pattinson Running Shirtless on a Beach Gets Our Heart Pumping Robert...,No,no
train,6381,0,Celebrities who treat their significant others like trash Celebrities who...,No,no
train,320,0,Full List of Hip Hop Awards 2017 Winners Made You Look: During The Rise Of...,No,no
train,6232,0,Sophia Bush Sends Sweet Birthday Message to 'One Tree Hill' Co-Star Hilarie...,No,no
train,7814,0,Police called after 'family dispute' at the home of Harvey Weinstein's...,No,no
train,96,0,Gigi Hadid's Best Outfits 2018 This is no doubt Gigi Hadid's year to shine....,No,no
train,5763,0,Most expensive weddings of all time Arrest was in works for suspect in...,No,no
train,4892,0,Gigi Hadid on Hashimoto's disease diagnosis: 'I love my body now' Gigi Hadid...,No,no
train,6389,0,What is James Van Der Beek doing in What Would Diplo Do? TV Reviews All of...,No,no
train,6865,0,Meghan Markle Takes Mom Doria to London: Inside Their Secret Mother-Daughter...,No,no
train,8818,0,Where's MEGHAN? Prince Harry and ex-girlfriend Cressida Bonas attend Carol...,No,no
train,8947,0,Harry Styles helps fan come out to her mom during concert One teenager has...,No,no
train,3613,0,Niall Horan Responds to Katy Perry’s Flirting Claim Friendly or flirty? Niall...,No,no
train,7999,0,Is The Weeknd Still in Love With Bella Hadid? Decode the Lyrics The Weeknd...,No,no
train,3595,0,"Grindelwald casting When Johnny Depp was cast as Grindelwald, I thought he’d...",No,no
train,4471,0,Allison Williams Talks Importance of Time's Up Movement on 2018 SAG Awards...,No,no
train,7140,0,Kristin Cavallari tells Jay Cutler: 'I'm with you because I love you not...,No,no
train,9735,0,Katy Perry wraps her arms around Orlando Bloom as the loved-up couple enjoy a...,No,no
train,475,0,"‘Star Wars,’ ‘Frozen 2’ And ‘The Lion King’: Disney Unleashes A Barrage Of...",No,no
train,6371,0,"Dave Grohl and Kristen Bell Perform 'Frozen', Metallica Mashup Do you want to...",No,no
train,5507,1,Britney Spears 'Can't Wait' To Finish Three Year Las Vegas Residency Tuning...,No,no
train,6624,0,"Chris Soules ‘acted reasonably’ after deadly crash, lawyers say Click to...",No,no
train,2704,1,Ben Affleck treats cast and crew of 500 to Hawaiian luau Ben Affleck has a...,No,no
train,7657,0,Tiffany Haddish explains what happens when you get too close to Jay-Z for...,No,no
train,2091,0,Pitch Perfect's Anna Kendrick and Ben Platt Reunite at the 2018 Grammys...,No,no
train,9915,0,"How To Get ""The Gucci Look"" While On A Budget While we all love us some...",No,no
train,441,0,Have Adam Sandler & Drew Barrymore Ever Dated? It's a Valid Question! — VIDEO...,No,no
train,6455,1,"Meghan Markle Is Reportedly Engaged, in London, and Moving in With Prince...",No,no
train,9246,0,David Letterman's New Netflix Show Has Some Stellar Guests Lined Up Good...,No,no
train,444,0,Beyoncé and JAY-Z Have Bought a 400k A Month Rental In Malibu Beyoncé and...,No,no
train,1375,0,Linkin Park Cancel Tour After Chester Bennington’s Death Linkin Park...,No,no
train,7022,1,Do Justin Bieber & Selena Gomez Need A Break After Explosive Post-Vacation...,No,no
train,2223,0,Kylie Jenner and Travis Scott Take a Baby Duty Break With Miami Getaway...,No,no
train,7564,0,Selena Gomez and Justin Bieber Had Another Sneaky-ish Wednesday Date Night...,No,no
train,2977,1,Robert Pattinson ‘Absolutely Loved’ Kristen Stewart’s ‘Hilarious’ SNL Gig:...,No,no
train,823,0,JLo and A-Rod! Gwen and Blake! Celebs Cheer on the Patriots and Eagles at the...,No,no
train,4262,0,Prince Harry Goes On Solo Charity Trip To Africa Without Meghan! This marks...,No,no
train,9522,0,The Arrangement’s season finale shocks everyone! Megan seeks revenge on IHM...,No,no
train,5363,0,ABC boss on losing Shonda Rhimes to Netflix Image zoom Image Group LA via...,No,no
train,3467,0,Taylor Swift: Why She’s Planning To ‘Lie Low’ For The Holidays — She Wants To...,No,no
train,7449,0,"Watch Dwayne ""The Rock"" Johnson's 2-Year-Old Daughter Display ""Girl Power"" in...",Yes,yes
train,5355,0,"Bindi Irwin Shares Emotional Video of Late Steve Irwin, Proving Just How...",No,no
train,5529,0,Wedding of Prince William and Catherine Middleton The wedding of Prince...,Yes,yes
train,9385,1,Beyoncé to reunite with Destiny’s Child at Coachella Click to email this to a...,No,no
train,4558,1,Justin Bieber sanctioned by judge Justin Bieber sanctioned by judge Duration:...,No,no
train,6906,0,"Cindy Lou Who “ It was Little Cindy Lou Who, who was no more than two. The...",No,no
train,4133,0,"Why William, Kate Chose Willcocks for Charlotte’s Nursery School Mom and Dad...",No,no
train,1341,0,'Teen Mom' Cast Member Tyler Baltierra Has 'Rough' Thanksgiving Without...,No,no
train,7705,0,"Reese Witherspoon’s Style Evolution, From Election to Big Little Lies...",No,no
train,317,0,Drake Brings Rosalyn Gold-Onwude to NBA Awards: What to Know About His Latest...,No,no
train,9839,0,The Queen granted Prince Harry SPECIAL permission to sport BEARD Prince Harry...,No,no
train,853,0,The First Photo of Six-Pack Mom Sarah Stage's Newborn Baby Is A-D-O-R-A-B-L-E...,No,no
train,5733,0,"AMC Renews The Walking Dead for Season 9, to Premiere in Late 2018 AMC today...",No,no
train,3673,0,"Kris Jenner Recalls the Time Kylie Jenner Sang ""Hollaback Girl"" With Gwen...",No,no
train,1124,0,"Where's My Show? World Series Game 7 Bumps Law & Order: SVU, Criminal Minds...",No,no
train,659,0,"Why Kathie Lee Gifford Reached Out to Bill Cosby, Harvey Weinstein Kathie Lee...",No,no
train,508,0,"Celebrities who are currently in jail In October 2014, The Real Housewives of...",No,no
train,4051,0,LITTLE MIX & CNCO PREMIERE MUSIC VIDEO FOR “REGGAETÓN LENTO (REMIX)” - Give...,No,no
train,3266,0,Mark Wahlberg Says Daughters 'Get Annoyed' With His Shirtless Pics Not...,No,no
train,333,0,Gemma Collins 'feels like Bridget Jones' after falling at the Radio 1 Teen...,No,no
train,2496,0,Gal Gadot teases Wonder Woman 2 in deep-dive interview EW asks Gal Gadot...,No,no
train,3908,1,Ivanka Trump Us Weekly Cover Memes Ivanka Trump is on the cover of the newest...,No,no
train,2068,0,"Mariska Hargitay, Brooke Shields on the Law and Order: SVU Twist That's...",No,no
train,7758,0,Sarah Michelle Gellar American actress Sarah Michelle Prinze[2][3] (née...,No,no
train,1874,1,Inside Khloe Kardashian and Tristan Thompson's Baby's Nursery Khloe...,No,no
train,9240,0,Gwen Stefani Passionately Kisses Blake Shelton At Her Halloween-Themed...,No,no
train,3571,0,Body Beautiful: Ashley Graham Bares All to Tracee Ellis Ross Ashley Graham...,No,no
train,7619,1,Nina Agdal Posting Naked Instagram Photo To Tempt Leonardo DiCaprio Is Fake...,No,no
train,4198,0,"'13 Reasons Why' Season 3 News, Date, Cast, Spoilers and Theories As you...",No,no
train,6043,0,The Internet Is Convinced Taylor Swift’s New Song Is Actually About Arya...,No,no
train,2749,0,Ayesha and Stephen Curry Welcome Third Child Another NBA championship win and...,No,no
train,9860,0,Jay Z May Be Opening a Restaurant Named Hovino Jay Z is apparently ready to...,No,no
train,2683,1,Blake Shelton Inspires Gwen Stefani to Feel Sexy Gwen Stefani has always been...,No,no
train,5096,0,Tyga's rumored love interest Jordan Ozuna NAKED in Mexico They are both in...,No,no
train,9586,0,Jennifer Lopez Performs New Spanish-Language Single at the 2017 Billboard...,No,no
train,420,1,Transporter star Ed Skrein blames behind the scenes politics for Game Of...,No,no
train,5111,0,Tamara Mellon's billionaire ex-husband Matthew Mellon has died aged 54...,No,no
train,6149,0,‘RHOC’: Kelly Dodd Opens Up About Dating After Divorce From Michael Dodd...,No,no
train,6498,0,Winnie Harlow Disses ‘America’s Next Top Model’ for Doing Nothing for Her...,No,no
train,3249,1,Cher says musical about her life didn’t want to make her gouge her eyes out....,No,no
train,1245,1,Caitlyn Jenner abused as she leaves LGBT awards in London A photographer...,No,no
train,3978,0,27 of Drew Barrymore's Absolute Favorite Things She's spent three-plus...,No,no
train,1669,0,"Piers Morgan: Why did Trump hire Rob Porter and Omarosa? 'Shut the f**k up,...",No,no
train,4941,1,The Wolf Of Wall Street's Margot Robbie: I loved being punched by Leo...,No,no
train,1983,0,"Kirsten Dunst continues to have strong opinions on these ""Spider-Man"" reboots...",No,no
train,9272,0,"Khloe Kardashian Shares Photo Tips to Make You Look ""Thin AF."" Oh, Khloe. I'm...",No,no
train,672,0,Porsha Williams Still Wears Her Wedding Ring from Ex Kordell Stewart: 'It's...,No,no
train,5688,0,Stephen Curry American basketball player This article is about the basketball...,No,no
train,8728,1,Why Brad Pitt Would Keep Any New Romance Fiercely Private After His Divorce...,No,no
train,7018,0,ESI WORLD NEWS: Get Zendaya's Killer Style on a Budget The two girls were...,No,no
train,6071,0,Gwyneth Paltrow reprises her infamous 'Seven' role for Halloween costume...,No,no
train,1129,0,"Sia Flashes Her Nipple in Candid, Boob-Baring Photo Sia is baring it all! The...",No,no
train,8289,1,Sarah Jessica Parker Would Like a Few Words With Carrie Bradshaw This article...,Yes,yes
train,5590,0,"Dodgeball reunion: Ben Stiller suits up Omaze charity video Over the years,...",No,no
train,207,0,"Queen Elizabeth called Camilla 'that wicked woman' after 'several martinis,'...",No,no
train,6882,0,Check Out Pamela Anderson’s Slick Look At 2017 Cannes Film Festival Pamela...,No,no
train,8031,0,Mandy Moore Net Worth Mandy Moore net worth and salary: Mandy Moore is a New...,No,no
train,1729,0,"Justin Theroux Is Now Apparently ""Bffffffs"" with Emma Stone and Queer Eye's...",No,no
train,7102,1,Sienna Miller “Cozying Up” To Ben Affleck For Movie Roles? © 2017 Dave J...,No,no
train,5934,0,Kids' Choice Sports Awards: Full List of Winners The 2018 Kids' Choice Sports...,No,no
train,7532,0,"Actor T.J. Miller denies accusations of sexual assault, physical violence...",No,no
train,2506,0,"Roseanne Barr lashes out at ""Roseanne"" co-stars A day after she apologized...",No,no
train,7135,0,Dakota Johnson explains that Jennifer Aniston-Angelina Jolie moment at the...,No,no
train,2885,0,"Meghan Markle arrives fashionably late in Cardiff, working another messy bun...",No,no
train,8548,0,Celebrity Style and Fashion Trend Coverage 9 New Bridal Jewelry Trends You...,No,no
train,4425,0,"Emily VanCamp and Josh Bowman adopt a rescue dog ""Meet Frankie B. our sweet...",No,no
train,8817,0,Blac Chyna wishes Rob Kardashian happy birthday months after split drama –...,No,no
train,7921,0,Jordan Rodgers on Wedding Planning with JoJo Fletcher Jordan Rodgers and JoJo...,No,no
train,7616,0,Colin Trevorrow to Direct 'Jurassic World 3' Colin Trevorrow is returning to...,No,no
train,7136,1,"Adam Sandler, Wife Jackie Renewing Vows Claim Not True Adam and Jackie...",No,no
train,4397,0,List of Girl Meets World episodes No. overall No. in season Title [1][27]...,No,no
train,5280,0,About The American Music Awards TV Show Series The 2018 American Music...,No,no
train,4022,0,S06.E11: Planning For The Future Or sign in with one of these services,No,no
train,1419,0,Take a Spooky First Look at Chilling Adventures of Sabrina Kiernan Shipka....,No,no
train,4569,0,"Miley Cyrus Carpool Karaoke, Reflects on Her Hannah Montana Past and Plays...",No,no
train,7385,0,"Kevin Hart gets blocked by Super Bowl security guard, drops F-bomb on LIVE TV...",No,no
train,3995,1,Mariah Carey & French Montana Did NOT Flirt In Recording Studio Carey and...,No,no
train,7613,0,Everything We Know So Far About Paris Hilton's Wedding Paris Hilton kicked...,No,no
train,9729,0,The untold truth of Matt Damon and Ben Affleck's friendship It might've...,Yes,yes
train,5511,1,"Kourtney, Kim and Khloe Kardashian Battle It Out on Twitter After KUWTK Fight...",No,no
train,470,0,Pregnant Behati Prinsloo Shows Off Her Bare Baby Bump in a Black Bra and Pink...,No,no
train,8098,0,Miley Cyrus and Billy Ray Cyrus Remember Tom Petty With 'Wildflowers' Cover...,No,no
train,5325,1,Kris Jenner Wants Paris Jackson To Join ‘Keeping Up With The Kardashians’...,No,no
train,2979,0,Queer Eye Recap: Man of the Hour Queer Eye Sky’s the Limit Season 2 Episode 5...,No,no
train,7988,0,Selena Gomez Likes Taylor Swift’s Boyfriend Joe Alwyn And Here’s Why Selena...,No,no
train,3475,0,Scott Disick Renting His Hidden Hills Home for $60k a Month Scott Disick Live...,No,no
train,5813,0,Survivor's Handling of Zeke Smith's Outing Proves It Just Might Be the Most...,No,no
train,4232,0,"Former Playboy Cover Models Recreate Their Photos, And It Is Glorious There's...",No,no
train,5576,0,Hailee Steinfeld celebrates birthday in West Hollywood She has launched a...,No,no
train,4581,0,Shailene Woodley Makes Her Red Carpet Debut with Rugby Player Boyfriend Ben...,No,no
train,4526,0,'Fuller House' Star Jodie Sweetin Slams Accusations That She’s Not Sober...,No,no
train,9106,0,"Marvel's Agents of S.H.I.E.L.D. The Framework In her battle against Aida, May...",No,no
train,166,0,Priyanka Chopra spends Fourth of July with Nick Jonas' family © Provided by...,No,no
train,8464,0,"Prince Philip Hospitalized In London With An Infection Prince Philip, Duke of...",No,no
train,3130,0,Avengers: Infinity War stars appear on Kimmel and Conan The blockbuster hit...,No,no
train,1402,0,Maryse Demands Some “Respect” From Nia Jax on Total Divas Season Premiere:...,No,no
train,3954,0,Roseanne Barr cancels scheduled podcast interview: 'She's not doing well'...,No,no
train,9599,0,"Grab a golden shovel and dig through part 5 of Twin Peaks Last night, in a...",No,no
train,9637,0,Saturday Savings: Dakota Fanning's Shearling Coat Is on Sale Now! Being warm...,No,no
train,9096,0,"Meghan Markle's Father to Undergo Heart Surgery, Won't Be Able to Attend...",No,no
train,3937,1,"Angelina Jolie, Penelope Cruz Feud Made Up One of the webloids is attempting...",No,no
train,7800,0,"Late-Night Hosts Slam Trump Over Plan for Transgender Military Ban: ""Donald,...",No,no
train,8041,0,"Nicole Richie Nicole Camille Richie (née Escovedo; born September 21, 1981)...",No,no
train,7342,0,"Mychael Knight, Fashion Designer and ‘Project Runway’ Finalist, Dies at 39...",No,no
train,282,1,Justin Bieber Would Gladly Give A Kidney To Selena: He Think’s The Weeknd’s...,No,no
train,1524,0,"Sam Smith Releases First Song in Two Years, ""Too Good at Goodbyes"" The torch...",No,no
train,4820,0,Selena Gomez heads home from workout with flushed face She's been enjoying...,No,no
train,3630,0,Oprah’s BFF Gayle King Says Presidential Run In 2020 Is “Intriguing”...,No,no
train,6625,0,Tiger Woods hits out at Daily Mail over Kristin Smith article Tiger Woods has...,No,no
train,3986,0,"Farrah Abraham Farrah Lynn Abraham (born May 31, 1991) is an American reality...",No,no
train,5016,0,Billie Lourd posts tribute to Carrie Fisher on Mother's Day Billie Lourd has...,No,no
train,6046,1,Spice Girls 'reunion is cancelled again' They have been teasing a hotly-...,No,no
train,7753,0,'My Pretty Girl!' Kylie Jenner Shares First Look at 1-Month-Old Daughter...,No,no
train,9068,0,Nikki Bella says ex-fiance John Cena's media pleas are 'confusing' She's been...,No,no
train,8698,0,See Oprah Winfrey with pink and purple hair on new O magazine cover Get Stuff...,No,no
train,5632,0,Andy Roddick career statistics This is a list of the main career statistics...,No,no
train,6971,0,Adele Pays Emotional Visit to London's Grenfell Tower After Deadly Apartment...,No,no
train,9017,0,Halle Berry Says She’s ‘Done With Love’ After Alex Da Kid Split Here’s to the...,No,no
train,5419,0,Luann de Lesseps Drank 7 Drinks a Day Before Her Arrest Luann de Lesseps says...,No,no
train,5764,0,How Did Lily James & Matt Smith Meet? It Involved Period Costumes And Zombies...,No,no
train,7434,0,Pink Says She Staged A ‘Sit-In’ At Her Daughter’s School Once Because ‘She...,No,no
train,4438,0,Sanaa Lathan Shaved Her Head For 'Nappily Ever After' & It Let Her Embrace...,No,no
train,5023,0,ADAIR CO. FISCAL COURT MEETING NOV. 14 Read All The Adair Co. Fiscal Court...,No,no
train,4118,0,Portia de Rossi says Steven Seagal 'unzipped his leather pants' during...,No,no
train,3777,0,The Highs and Lows of Janet Jackson's Roller-Coaster Year The Highs and Lows...,No,no
train,1976,0,Kevin Hart Laughs at 'BS' Allegations He Cheated on Pregnant Wife Eniko...,No,no
train,3155,0,How the Horrifying Gymnastics Abuse Scandal Finally Unraveled – E! Online...,No,no
train,5169,0,"Calm Down, Beliebers: Justin Bieber and Paola Paulin Aren't Exclusively...",No,no
train,1958,0,‘The Originals’ To End After Season 5 On The CW The Originals is getting The...,No,no
train,8779,0,Matt Smith Wants Selena Gomez to Play Meghan Markle on The Crown Though the...,No,no
train,3033,0,Teen Mom: 15 Shocking Revelations From Amber Portwood’s ‘Never Too Late’ Back...,No,no
train,3138,0,30 best online beauty retailers So many beauty e-tailers have sprung up in...,No,no
train,3545,0,Beyoncé and Blue Ivy Jump for Joy (Literally!) at A Wrinkle in Time Screening...,No,no
train,7933,0,Andy Cohen Has Kind of Found Himself in the Middle of Bethenny Frankel and...,Yes,yes
train,4530,0,35 timeless fall staples for women that'll last a lifetime in your wardrobe...,No,no
train,8595,0,The Harvey Weinstein scandal has inspired a Ben Affleck scandal The scandal...,No,no
train,4636,0,"Kendall Jenner, Gigi and Bella Hadid dazzle at Victoria's Secret Fashion Show...",No,no
train,1647,0,Which TV Shows and Movies Will Be Nominated for the 2019 Golden Globes?...,No,no
train,3180,1,Kim Kardashian Is Reportedly Considering Asking Her Surrogate to Carry...,No,no
train,4853,0,"J Balvin, Pitbull and Camila Cabello Electrify 2017 MTV Movie and TV Awards...",No,no
train,3727,0,"Shaunie O'Neal Shaunie O'Neal (born November 27, 1974)[1] is an American...",No,no
train,5912,1,Tragic Gwen Stefani Loses Hearing After Rupturing Eardrum Click to share on...,No,no
train,2939,1,Justin Bieber Caught Partying On Grammys Night After Skipping ‘Despacito’...,No,no
train,4952,0,"Erykah Badu, In Conversation “I’m gathering ideas,” says Erykah Badu, talking...",No,no
train,231,0,Teen Mom OG: Amber Portwood's Fiance Matt Baier Relapsed It looks like things...,No,no
train,9397,1,Karrueche Tran -- Screw Chris Brown ... I Can Post Pics of Whoever I Want...,No,no
train,2073,0,Here's Everything the 'Hollywood Medium' Told Lil' Kim About Notorious...,No,no
train,4494,0,How Selena Gomez Made the Hair Scrunchie Cool Again Scrunchies are so...,No,no
train,745,0,Raven's Home American television series Raven's Home is an American family...,No,no
train,893,0,"CBS Bosses on ‘Hawaii Five-0’ Salary Dispute, Lack of Diversity – Variety...",No,no
train,9066,0,11 Freebies for National Doughnut Day 2018 National Doughnut Day is...,No,no
train,4786,0,Woody Allen: ‘Harvey Weinstein Thing Is Very Sad for Everybody’ UPDATE: Woody...,No,no
train,9360,1,"Angelina Jolie Is Single, Not Dating Real Estate Agent Not so fast. Despite...",No,no
train,8042,0,"Prince William, Harry to rededicate Princess Diana's grave on her birthday >>...",No,no
train,1680,0,RHONY's Luann de Lesseps broke into hotel room with a man Luann de Lesseps...,No,no
train,200,0,Look what you made her do: decoding the disses of Taylor Swift's new video...,No,no
train,4658,0,Aaron Rodgers Says He's 'Really Attracted' to Girlfriend Danica Patrick: We...,No,no
train,7690,0,'Who wore it best?' Kate Hudson channels Leonardo DiCaprio's '90s hair Get...,No,no
train,7843,0,Miranda Lambert Slams Sexism in Music: 'I Had to Sing with Someone with a...,No,no
train,7216,0,SZA Reveals She Has Permanently Damaged Her Vocal Cords After 11 Months of...,No,no
train,5582,0,Kanye West Is All Smiles on Family Trip to the Zoo As much as he admits to...,No,no
train,3020,0,Lisa Rinna's Fashion Line Is More Than a Trend: How the Real Housewives Star...,No,no
train,841,1,Are Selena Gomez And Justin Theroux Dating? New Details About Their Secret...,No,no
train,4136,0,National Treasure (film) National Treasure is a 2004 film that follows...,No,no
train,7827,1,Rachel Weisz says marriage to Daniel Craig 'isn't exceptional' Rachel may...,No,no
train,1869,1,"Kylie Jenner family mural has Scott Disck, not Tristan Thompson (Picture: Kim...",No,no
train,1070,0,Here’s Why Fans Turned on Katy Perry Katy Perry is undeniably one of the most...,No,no
train,6565,1,Jennifer Garner Isn't Ready to Date After Divorce: 'Ben Was the Love of Her...,No,no
train,8056,0,Here Comes the Bride! See Jessica Chastain’s Wedding Gown Here Comes the...,No,no
train,1213,0,Kim Kardashian Dubbed “America’s New First Lady” on First Magazine Cover With...,No,no
train,878,0,Sandra Bullock and Cate Blanchett plot Met Gala heist in Ocean’s 8 trailer...,No,no
train,2485,0,The Crazy-Funny Way Tracee Ellis Ross Puts on Moisturizer A big swirling...,No,no
train,2444,0,Our Editors' Picks for the Perfect Holiday Gift With Thanksgiving in the...,No,no
train,9515,0,Jimmy Kimmel's Fake Beyonce Twin Names Make An Important Point About...,No,no
train,1395,0,Rose McGowan says she will plead not guilty to drug possession Rose McGowan...,No,no
train,4066,0,Who Pays for the Bachelorette Party? You’ve been invited to be a bridesmaid...,No,no
train,1940,0,Newly Single Mariah Carey and Ex Nick Cannon Celebrate Easter With Their...,No,no
train,9143,0,Serena Williams withdraws from Australian Open CLOSE SportsPulse: Handing out...,No,no
train,6818,0,Sarah Stage Welcomes Second Child Lingerie model Sarah Stage has welcomed her...,No,no
train,3697,0,‘John Wick’ TV Series Adaptation In The Works At Starz UPDATED with Starz...,No,no
train,8561,0,Will Smith chops off Jaden Smith’s hair and tries it on! Celebrity News Will...,No,no
train,9419,0,Millie Bobby Brown Wears Converse Sneakers to 2018 SAG Awards Image zoom...,No,no
train,7381,0,This Woman’s Reaction Is Priceless After Ellen DeGeneres Gifts Audience With...,No,no
train,7253,0,Kim Kardashian Shares an Adorable Home Video For North West's Birthday In...,No,no
train,4871,0,‘Kevin Can Wait’s’ Erinn Hayes was killed off. Now a new show could help...,No,no
train,7025,1,"Kourtney Kardashian 'Will Never Get Back' with Scott Disick, Source Says...",No,no
train,5003,0,‘Celebrity Big Brother’ Renewed For Season 2 By CBS After years of will they-...,No,no
train,986,1,Was Rihanna Ever Pregnant With Chris Brown Or Drake’s Baby? © Gossip Cop...,No,no
